Date,AAPL,AMZN,JNJ,JPM,META,MSFT,NVDA,TSLA,XOM
2023-08-24,174.8673553466797,131.83999633789062,155.02755737304688,141.14019775390625,285.4049072265625,315.7378234863281,47.137264251708984,230.0399932861328,100.08473205566406
2023-08-25,177.07826232910156,133.25999450683594,157.25033569335938,140.9676513671875,284.1607360839844,318.70806884765625,45.99289321899414,238.58999633789062,101.87281036376953
2023-08-28,178.64468383789062,133.13999938964844,155.39645385742188,141.45652770996094,288.8984375,319.41851806640625,46.809444427490234,238.82000732421875,102.72920227050781
2023-08-29,182.54098510742188,134.91000366210938,155.41537475585938,142.6068878173828,296.59210205078125,324.06622314453125,48.757381439208984,257.17999267578125,103.34091186523438
2023-08-30,186.0406951904297,135.07000732421875,154.8667755126953,142.0316925048828,293.7157287597656,324.4411926269531,49.23712158203125,256.8999938964844,104.34788513183594
2023-08-31,186.25881958007812,138.00999450683594,152.92774963378906,140.27740478515625,294.50201416015625,323.4248046875,49.32807540893555,258.0799865722656,104.63961029052734
2023-09-01,187.83518981933594,138.1199951171875,151.79269409179688,140.7471466064453,294.98974609375,324.31292724609375,48.4825325012207,245.00999450683594,106.83234405517578
2023-09-05,188.07310485839844,137.27000427246094,151.9818572998047,139.19415283203125,298.7420349121094,329.1382141113281,48.521507263183594,256.489990234375,106.84175872802734
2023-09-06,181.3413543701172,135.36000061035156,149.45640563964844,138.96408081054688,297.7666320800781,328.47711181640625,47.03919982910156,251.9199981689453,107.76402282714844
2023-09-07,176.03726196289062,137.85000610351562,151.36705017089844,137.77536010742188,297.26898193359375,325.5464172363281,46.21957778930664,251.49000549316406,107.23701477050781
2023-09-08,176.65191650390625,138.22999572753906,151.86834716796875,137.88084411621094,296.49267578125,329.84869384765625,45.55088806152344,248.5,108.79922485351562
2023-09-11,177.82179260253906,143.10000610351562,153.85470581054688,138.48477172851562,306.1172790527344,333.4701843261719,45.157066345214844,273.5799865722656,107.43465423583984
2023-09-12,174.78805541992188,141.22999572753906,154.72488403320312,140.2869873046875,300.24493408203125,327.3817443847656,44.849212646484375,267.4800109863281,110.56847381591797
2023-09-13,172.7159881591797,144.85000610351562,155.11270141601562,140.35409545898438,303.6289978027344,331.6150207519531,45.463932037353516,271.29998779296875,109.58032989501953
